Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Day_Category
31218,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Tuesday,Weekday
31219,SDAH - BP LO,SEALDAH,BARRACKPORE,Tuesday,Weekday
31220,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Thursday,Weekday
31221,SDAH - BP LO,SEALDAH,BARRACKPORE,Wednesday,Weekday
31222,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Sunday,Weekend
31223,SDAH - BP LO,SEALDAH,BARRACKPORE,Wednesday,Weekday
31224,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Thursday,Weekday
31225,SDAH-BPLOCAL,SEALDAH,BARRACKPORE,Saturday,Weekend
31226,BP -SDAH LOC,BARRACKPORE,SEALDAH,Tuesday,Weekday
31227,SDAH - BP LO,SEALDAH,BARRACKPORE,Sunday,Weekend
31228,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Friday,Weekday
31229,SDAH - BP LO,SEALDAH,BARRACKPORE,Tuesday,Weekday
31230,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Saturday,Weekend
31231,SDAH-BPLOCAL,SEALDAH,BARRACKPORE,Monday,Weekday
31232,BP -SDAH LOC,BARRACKPORE,SEALDAH,Sunday,Weekend
31233,SDAH-BP LOCA,SEALDAH,BARRACKPORE,Tuesday,Weekday
31234,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Tuesday,Weekday
31235,SDAH - BP LO,SEALDAH,BARRACKPORE,Saturday,Weekend
31236,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Tuesday,Weekday
31237,SDAH BP LOCA,SEALDAH,BARRACKPORE,Saturday,Weekend
31238,BP-SDAH LOCA,BARRACKPORE,SEALDAH,Saturday,Weekend
31239,SDAH - BP LO,SEALDAH,BARRACKPORE,Tuesday,Weekday
31240,BP-SDAH,BARRACKPORE,SEALDAH,Sunday,Weekend
31241,SDAH -BP LOC,SEALDAH,BARRACKPORE,Sunday,Weekend
31261,BNXR - BP LO,KANKURGACHHI ROAD JN.,BARRACKPORE,Sunday,Weekend
31311,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Sunday,Weekend
31312,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Friday,Weekday
31313,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Tuesday,Weekday
31314,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Tuesday,Weekday
31315,SDAH-KLYM LO,SEALDAH,KALYANI SIMANTA,Saturday,Weekend
31316,KLYM - SDAH,KALYANI SIMANTA,SEALDAH,Sunday,Weekend
31317,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Tuesday,Weekday
31318,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Monday,Weekday
31319,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Monday,Weekday
31320,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Monday,Weekday
31321,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Tuesday,Weekday
31322,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Tuesday,Weekday
31323,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Wednesday,Weekday
31324,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Thursday,Weekday
31325,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Saturday,Weekend
31326,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Monday,Weekday
31327,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Tuesday,Weekday
31328,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Wednesday,Weekday
31329,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Tuesday,Weekday
31330,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Friday,Weekday
31331,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Sunday,Weekend
31332,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Friday,Weekday
31333,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Tuesday,Weekday
31334,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Tuesday,Weekday
31335,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Sunday,Weekend
31336,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,Wednesday,Weekday
31337,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Wednesday,Weekday
31338,KLYM-SDAH EM,KALYANI SIMANTA,SEALDAH,Wednesday,Weekday
31339,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,Wednesday,Weekday
31411,SDAH -NH  LO,SEALDAH,NAIHATI JN.,Thursday,Weekday
31412,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,Friday,Weekday
31413,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,Thursday,Weekday
31414,NH - SDAH LO,NAIHATI JN.,SEALDAH,Thursday,Weekday
31415,SDAH NH LOCA,SEALDAH,NAIHATI JN.,Wednesday,Weekday
31416,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,Friday,Weekday
31417,SDAH - NH LO,SEALDAH,NAIHATI JN.,Sunday,Weekend
31418,NH - SDAH LO,NAIHATI JN.,SEALDAH,Tuesday,Weekday
31420,NH - SDAH LO,NAIHATI JN.,SEALDAH,Sunday,Weekend
31421,SDAH - NH LO,SEALDAH,NAIHATI JN.,Friday,Weekday
31422,NH - SDAH LO,NAIHATI JN.,SEALDAH,Monday,Weekday
31423,SDAH - NH LO,SEALDAH,NAIHATI JN.,Thursday,Weekday
31424,NH - SDAH LO,NAIHATI JN.,SEALDAH,Wednesday,Weekday
31425,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,Monday,Weekday
31426,NH - SDAH LO,NAIHATI JN.,SEALDAH,Tuesday,Weekday
31427,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,Friday,Weekday
31428,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,Tuesday,Weekday
31429,SDAH - NH LO,SEALDAH,NAIHATI JN.,Friday,Weekday
31430,NH - SDAH LO,NAIHATI JN.,SEALDAH,Thursday,Weekday
31431,SDAH - NH LO,SEALDAH,NAIHATI JN.,Friday,Weekday
31432,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,Friday,Weekday
31433,SDAH - NH LO,SEALDAH,NAIHATI JN.,Wednesday,Weekday
31434,NH - SDAH LO,NAIHATI JN.,SEALDAH,Monday,Weekday
31435,SDAH - NH LO,SEALDAH,NAIHATI JN.,Thursday,Weekday
31436,NH - SDAH LO,NAIHATI JN.,SEALDAH,Wednesday,Weekday
31437,SDAH - NH LO,SEALDAH,NAIHATI JN.,Monday,Weekday
31438,NH - SDAH LO,NAIHATI JN.,SEALDAH,Tuesday,Weekday
31439,SDAH - NH LO,SEALDAH,NAIHATI JN.,Wednesday,Weekday
31440,NH - SDAH LO,NAIHATI JN.,SEALDAH,Sunday,Weekend
31441,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,Tuesday,Weekday
31442,NH - SDAH LO,NAIHATI JN.,SEALDAH,Thursday,Weekday
31443,SDAH - NH LO,SEALDAH,NAIHATI JN.,Sunday,Weekend
31444,NH - SDAH LO,NAIHATI JN.,SEALDAH,Thursday,Weekday
31445,SDAH - NH LO,SEALDAH,NAIHATI JN.,Sunday,Weekend
31446,NH - SDAH LO,NAIHATI JN.,SEALDAH,Friday,Weekday
31447,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,Monday,Weekday
31448,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,Tuesday,Weekday
31449,SDAH - NH LO,SEALDAH,NAIHATI JN.,Wednesday,Weekday
31450,NH - SDAH LO,NAIHATI JN.,SEALDAH,Monday,Weekday
31451,SDAH - NH LO,SEALDAH,NAIHATI JN.,Friday,Weekday
31471,SDAH - NH LO,KANKURGACHHI ROAD JN.,NAIHATI JN.,Monday,Weekday
31511,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,Monday,Weekday
31512,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Saturday,Weekend
31513,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,Wednesday,Weekday
31514,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Tuesday,Weekday
31515,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Tuesday,Weekday
31516,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Monday,Weekday
31517,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Tuesday,Weekday
31518,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Saturday,Weekend
31519,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Tuesday,Weekday
31520,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Tuesday,Weekday
31521,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Friday,Weekday
31522,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Tuesday,Weekday
31523,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Tuesday,Weekday
31524,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Friday,Weekday
31525,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Friday,Weekday
31526,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Tuesday,Weekday
31527,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,Thursday,Weekday
31528,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Tuesday,Weekday
31529,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,Saturday,Weekend
31530,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Tuesday,Weekday
31531,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Saturday,Weekend
31532,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Tuesday,Weekday
31533,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Tuesday,Weekday
31534,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Thursday,Weekday
31535,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Sunday,Weekend
31536,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Saturday,Weekend
31537,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Friday,Weekday
31538,STB-SDAH LOC,SHANTIPUR JN.,SEALDAH,Thursday,Weekday
31539,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Tuesday,Weekday
31540,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Sunday,Weekend
31541,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,Tuesday,Weekday
31542,STB - SDAH L,SHANTIPUR JN.,SEALDAH,Tuesday,Weekday
31571,RHA-KNJ LOCA,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,Wednesday,Weekday
31584,KNJ-STB LOCA,KRISHNA NAGAR CITY JN.,SHANTIPUR JN.,Friday,Weekday
31585,STB-KNJ LOCA,SHANTIPUR JN.,KRISHNA NAGAR CITY JN.,Tuesday,Weekday
31586,KNJ-STB LOCA,KRISHNA NAGAR CITY JN.,SHANTIPUR JN.,Friday,Weekday
31601,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Friday,Weekday
31602,RHA - SDAH L,RANAGHAT JN.,SEALDAH,Wednesday,Weekday
31611,SDAH-RHA  LO,SEALDAH,RANAGHAT JN.,Tuesday,Weekday
31612,RHA - SDAH L,RANAGHAT JN.,SEALDAH,Monday,Weekday
31613,SDAH-RHA  LO,SEALDAH,RANAGHAT JN.,Thursday,Weekday
31614,RHA -SDAH LO,RANAGHAT JN.,SEALDAH,Sunday,Weekend
31615,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Tuesday,Weekday
31616,RHA -SDAH LO,RANAGHAT JN.,SEALDAH,Friday,Weekday
31617,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Friday,Weekday
31618,RHA -SDAH LO,RANAGHAT JN.,SEALDAH,Thursday,Weekday
31619,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Saturday,Weekend
31620,RHA - SDAH L,RANAGHAT JN.,SEALDAH,Wednesday,Weekday
31621,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Tuesday,Weekday
31622,RHA - SDAH L,RANAGHAT JN.,SEALDAH,Monday,Weekday
31623,SDAH - RHA L,SEALDAH,RANAGHAT JN.,Saturday,Weekend
31624,RHA - SDAH L,RANAGHAT JN.,SEALDAH,Thursday,Weekday
31625,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Monday,Weekday
31626,RHA - SDAH L,RANAGHAT JN.,SEALDAH,Sunday,Weekend
31627,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Tuesday,Weekday
31628,RHA - SDAH L,RANAGHAT JN.,SEALDAH,Saturday,Weekend
31629,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Saturday,Weekend
31630,RHA - SDAH L,RANAGHAT JN.,SEALDAH,Saturday,Weekend
31631,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Monday,Weekday
31632,RHA-SDAH LOC,RANAGHAT JN.,SEALDAH,Saturday,Weekend
31633,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,Thursday,Weekday
31634,RHA-SDAH LOC,RANAGHAT JN.,SEALDAH,Monday,Weekday
31636,RHA-SDAH LOC,RANAGHAT JN.,SEALDAH,Monday,Weekday
31711,NH - RHA LOC,NAIHATI JN.,RANAGHAT JN.,Tuesday,Weekday
31712,RHA-NH LOCAL,RANAGHAT JN.,NAIHATI JN.,Sunday,Weekend
31713,NH-RHA  LOCA,NAIHATI JN.,RANAGHAT JN.,Tuesday,Weekday
31714,RHA-NH LOCAL,RANAGHAT JN.,NAIHATI JN.,Saturday,Weekend
31721,RHA - KNJ LO,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,Thursday,Weekday
31722,KNJ -RHA LOC,KRISHNA NAGAR CITY JN.,RANAGHAT JN.,Sunday,Weekend
31723,RHA-KNJ LOCA,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,Friday,Weekday
31724,KNJ-RHALOCAL,KRISHNA NAGAR CITY JN.,RANAGHAT JN.,Tuesday,Weekday
31725,RHA - KNJ,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,Saturday,Weekend
31726,KNJ-RHA LOCA,KRISHNA NAGAR CITY JN.,RANAGHAT JN.,Tuesday,Weekday
31741,RHA - GEDE L,RANAGHAT JN.,GEDE,Friday,Weekday
31742,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Saturday,Weekend
31743,RHA - GEDE L,RANAGHAT JN.,GEDE,Thursday,Weekday
31744,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Sunday,Weekend
31745,RHA - GEDE L,RANAGHAT JN.,GEDE,Saturday,Weekend
31746,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Sunday,Weekend
31747,RHA-GEDE LOC,RANAGHAT JN.,GEDE,Saturday,Weekend
31748,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Thursday,Weekday
31749,RHA -GEDE LO,RANAGHAT JN.,GEDE,Tuesday,Weekday
31750,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Sunday,Weekend
31751,RHA -GEDE LO,RANAGHAT JN.,GEDE,Sunday,Weekend
31752,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Monday,Weekday
31753,RHA -GEDE LO,RANAGHAT JN.,GEDE,Friday,Weekday
31754,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Monday,Weekday
31755,RHA-GEDE LOC,RANAGHAT JN.,GEDE,Monday,Weekday
31756,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Monday,Weekday
31757,RHA-GXD LOCA,RANAGHAT JN.,GEDE,Thursday,Weekday
31758,GEDE-RHA LOC,GEDE,RANAGHAT JN.,Monday,Weekday
31765,RHA-LGL EMU,RANAGHAT JN.,LALGOLA,Tuesday,Weekday
31766,LGL-RHA EMU,LALGOLA,RANAGHAT JN.,Saturday,Weekend
31767,RHA-LGL EMU,RANAGHAT JN.,LALGOLA,Wednesday,Weekday
31768,LGL - RHA PA,LALGOLA,RANAGHAT JN.,Monday,Weekday
31770,LGL-RHA EMU,LALGOLA,RANAGHAT JN.,Wednesday,Weekday
31771,RHA -LGL EMU,RANAGHAT JN.,LALGOLA,Sunday,Weekend
31772,LGL - RHA EM,LALGOLA,RANAGHAT JN.,Friday,Weekday
31781,RHA-STB LOCA,RANAGHAT JN.,SHANTIPUR JN.,Thursday,Weekday
31782,STB-RHA LOCA,SHANTIPUR JN.,RANAGHAT JN.,Wednesday,Weekday
31783,RHA-STB LOCA,RANAGHAT JN.,SHANTIPUR JN.,Thursday,Weekday
31784,STB-RHA LOCA,SHANTIPUR JN.,RANAGHAT JN.,Thursday,Weekday
31786,STB-RHA LOCA,SHANTIPUR JN.,RANAGHAT JN.,Saturday,Weekend
31801,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Tuesday,Weekday
31802,KNJ-SDAH LOC,KRISHNA NAGAR CITY JN.,SEALDAH,Thursday,Weekday
31811,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Tuesday,Weekday
31812,KNJ - SDAJ L,KRISHNA NAGAR CITY JN.,SEALDAH,Monday,Weekday
31813,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Tuesday,Weekday
31814,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Saturday,Weekend
31815,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Wednesday,Weekday
31816,KNJ - SDAH L,KRISHNA NAGAR CITY JN.,SEALDAH,Thursday,Weekday
31817,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Friday,Weekday
31818,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Sunday,Weekend
31819,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Friday,Weekday
31820,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Sunday,Weekend
31821,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Tuesday,Weekday
31822,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Monday,Weekday
31823,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Saturday,Weekend
31824,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Saturday,Weekend
31825,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Saturday,Weekend
31826,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Thursday,Weekday
31827,SDAH - KNJ L,SEALDAH,KRISHNA NAGAR CITY JN.,Monday,Weekday
31828,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Saturday,Weekend
31829,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Tuesday,Weekday
31830,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Wednesday,Weekday
31831,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Saturday,Weekend
31832,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Sunday,Weekend
31833,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Saturday,Weekend
31834,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,Friday,Weekday
31835,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Wednesday,Weekday
31836,KNJ - SDAH L,KRISHNA NAGAR CITY JN.,SEALDAH,Sunday,Weekend
31837,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Wednesday,Weekday
31838,KNJ-SDAH LOC,KRISHNA NAGAR CITY JN.,SEALDAH,Monday,Weekday
31839,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Sunday,Weekend
31840,KNJ-SDAH LOC,KRISHNA NAGAR CITY JN.,SEALDAH,Tuesday,Weekday
31841,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,Sunday,Weekend
31842,KNJ-SDAH EMU,KRISHNA NAGAR CITY JN.,SEALDAH,Sunday,Weekend
31843,SDAH-LGL MEM,SEALDAH,KRISHNA NAGAR CITY JN.,Wednesday,Weekday
31844,KNJ-SDAH LOC,KRISHNA NAGAR CITY JN.,SEALDAH,Sunday,Weekend
31861,KNJ LGL EMU,KRISHNA NAGAR CITY JN.,LALGOLA,Monday,Weekday
31862,LGL KNJ EMU,LALGOLA,KRISHNA NAGAR CITY JN.,Tuesday,Weekday
31863,KNJ LGL EMU,KRISHNA NAGAR CITY JN.,LALGOLA,Monday,Weekday
31864,LGL KNJ EMU,LALGOLA,KRISHNA NAGAR CITY JN.,Sunday,Weekend
31865,KNJ LGL EMU,KRISHNA NAGAR CITY JN.,LALGOLA,Wednesday,Weekday
31866,LGL KNJ EMU,LALGOLA,KRISHNA NAGAR CITY JN.,Thursday,Weekday
31911,SDAH-GEDE LO,SEALDAH,GEDE,Wednesday,Weekday
31912,GEDE - SDAH,GEDE,SEALDAH,Saturday,Weekend
31913,SDAH-GEDE LO,SEALDAH,GEDE,Sunday,Weekend
31914,GEDE - SDAH,GEDE,SEALDAH,Wednesday,Weekday
31915,SDAH-GEDE LO,SEALDAH,GEDE,Tuesday,Weekday
31916,GEDE - SDAH,GEDE,SEALDAH,Saturday,Weekend
31917,SDAH-GEDE LO,SEALDAH,GEDE,Wednesday,Weekday
31918,GEDE - SDAH,GEDE,SEALDAH,Friday,Weekday
31919,SDAH-GEDE LO,SEALDAH,GEDE,Thursday,Weekday
31920,GEDE- SDAH L,GEDE,SEALDAH,Monday,Weekday
31921,SDAH - GEDE,SEALDAH,GEDE,Sunday,Weekend
31922,GEDE - SDAH,GEDE,SEALDAH,Wednesday,Weekday
31923,SDAH-GEDE LO,SEALDAH,GEDE,Tuesday,Weekday
31924,GEDE - SDAH,GEDE,SEALDAH,Thursday,Weekday
31925,SDAH-GEDE LO,SEALDAH,GEDE,Monday,Weekday
31926,GEDE - SDAH,GEDE,SEALDAH,Monday,Weekday
31927,SDAH-GEDE LO,SEALDAH,GEDE,Tuesday,Weekday
31928,GEDE - SDAH,GEDE,SEALDAH,Wednesday,Weekday
31929,SDAH-GEDE LO,SEALDAH,GEDE,Wednesday,Weekday
32211,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Saturday,Weekend
32212,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Tuesday,Weekday
32213,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Thursday,Weekday
32214,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Sunday,Weekend
32215,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Friday,Weekday
32216,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Sunday,Weekend
32217,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Sunday,Weekend
32218,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Thursday,Weekday
32219,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Wednesday,Weekday
32220,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Monday,Weekday
32221,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Friday,Weekday
32222,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Saturday,Weekend
32223,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Saturday,Weekend
32224,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Monday,Weekday
32225,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Thursday,Weekday
32226,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Wednesday,Weekday
32227,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Tuesday,Weekday
32228,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Tuesday,Weekday
32229,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Wednesday,Weekday
32230,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Monday,Weekday
32231,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Wednesday,Weekday
32232,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Friday,Weekday
32233,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Thursday,Weekday
32234,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Wednesday,Weekday
32235,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Wednesday,Weekday
32236,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Tuesday,Weekday
32237,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Thursday,Weekday
32238,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Monday,Weekday
32239,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Friday,Weekday
32240,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Thursday,Weekday
32241,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Wednesday,Weekday
32242,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Sunday,Weekend
32243,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Monday,Weekday
32244,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Wednesday,Weekday
32245,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Thursday,Weekday
32246,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Thursday,Weekday
32247,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Thursday,Weekday
32248,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Sunday,Weekend
32249,SDAH-DKAE LO,SEALDAH,DANKUNI JN.,Sunday,Weekend
32250,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Tuesday,Weekday
32252,DKAE-SDAH LO,DANKUNI JN.,SEALDAH,Sunday,Weekend
32411,SDAH-BRPA LO,SEALDAH,BARUI PARA,Monday,Weekday
32412,BRPA - SDAH,BARUI PARA,SEALDAH,Wednesday,Weekday
32413,SDAH-BRPA  L,SEALDAH,BARUI PARA,Friday,Weekday
32414,BRPA-SDAH LO,BARUI PARA,SEALDAH,Sunday,Weekend
33061,CG - BT LOCA,CANNING,BARASAT JN.,Friday,Weekday
33212,DDJ - SDAH L,DUM DUM JN.,SEALDAH,Saturday,Weekend
33231,DDJ- BP LOCA,DUM DUM JN.,BARRACKPORE,Thursday,Weekday
33232,BP-DDJ LOCAL,BARRACKPORE,DUM DUM JN.,Wednesday,Weekday
33262,BT - DDJ LOC,BARASAT JN.,DUM DUM JN.,Saturday,Weekend
33271,DDJ - GBG LO,DUM DUM JN.,GOBARDANGA,Friday,Weekday
33282,HNB-DDJ LOCA,HASANABAD,DUM DUM JN.,Wednesday,Weekday
33291,DDJ-DKAE LOC,DUM DUM JN.,DANKUNI JN.,Sunday,Weekend
33311,BT-HNB LOCAL,BARASAT JN.,HASANABAD,Sunday,Weekend
33312,HNB-BT LOCAL,HASANABAD,BARASAT JN.,Monday,Weekday
33313,BT-HNB LOCAL,BARASAT JN.,HASANABAD,Monday,Weekday
33314,HNB-BT LOCAL,HASANABAD,BARASAT JN.,Thursday,Weekday
33315,BT-HNB LOCAL,BARASAT JN.,HASANABAD,Tuesday,Weekday
33316,HNB-BT LOCAL,HASANABAD,BARASAT JN.,Tuesday,Weekday
33317,BT - HNB LOC,BARASAT JN.,HASANABAD,Sunday,Weekend
33318,HNB-BT LOCAL,HASANABAD,BARASAT JN.,Sunday,Weekend
33319,BT - HNB LOC,BARASAT JN.,HASANABAD,Thursday,Weekday
33320,HNB BT LOCAL,HASANABAD,BARASAT JN.,Sunday,Weekend
33321,BT - HNB LOC,BARASAT JN.,HASANABAD,Monday,Weekday
33323,BT-HNB LOCAL,BARASAT JN.,HASANABAD,Friday,Weekday
33325,BT HNB LOCAL,BARASAT JN.,HASANABAD,Friday,Weekday
